8900000361090	1
8900000360994	1
8900000360840	1
8900000360833	1
8900000360826	2
8900000360819	1
8900000360802	1
8900000360734	2
8900000360710	1
8900000360666	1
8900000359387	1
8900000359202	1
8900000359196	1
8900000359189	2
8900000359172	7
8900000359165	1
8900000359158	1
8900000358243	1
8900000357932	1
8900000357918	1
8900000357154	1
8900000357093	2
8900000356966	1
8900000356959	1
8900000356898	1
8900000356874	5
8900000356867	15
8900000356850	18
8900000356843	7
8900000356836	8
8900000356829	38
8900000356812	53
8900000356805	52
8900000356584	1
8900000356072	1
8900000355761	1
8900000355754	1
8900000355747	4
8900000354887	1
8900000354818	1
8900000354719	1
8900000354696	1
8900000354092	1
8900000354085	1
8900000352654	1
8900000352258	1
8900000351008	4
8900000350735	1
8900000350728	2
8900000350414	1
8900000350407	1
8900000349951	2
8900000349944	6
8900000349937	1
8900000349692	23
8900000349685	44
8900000349319	1
8900000349265	1
8900000347681	1
8900000346738	1
8900000346202	2
8900000342990	1
8900000342976	1
8900000342914	1
8900000339280	1
8900000338108	3
8900000335992	3
8900000335985	10
8900000335978	19
8900000335961	12
8900000335503	1
8900000335459	1
8900000330713	1
8900000330706	1
8900000326624	1
8900000326617	4
8900000326600	1
8900000326594	1
8900000323555	1
8900000323548	1
8900000323531	1
8900000275588	1
8900000257485	1
8900000252718	3
8900000252671	5
8900000220625	1
8900000220618	2
8900000220588	1
8900000189304	3
8900000183661	1
8900000157563	2
8900000157556	1
8900000130467	1
8900000119219	1
8900000119202	7
8900000119196	6
8900000036769	1
8900000009084	1
8900000338405	420
8900000362127	1
8900000363575	1
8900000364510	1
8900000364534	1
8900000365210	1
8900000365296	1
8900000365340	2
8900000364718	1
8900000364787	1
8900000157518	1
8900000365982	1
8900000366644	1
8900000366057	1
8900000366194	1
8900000366200	1
8900000365920	1
8900000351022	3
8900000349661	24
8900000349678	40
8900000189311	2
8900000189328	1
8900000189335	2
8900000368921	1
8900000368983	1
8900000368990	2
8900000369003	1
8900000369010	1
8900000369027	1
8900000253920	1
8900000288724	1
8900000334742	1
8900000251353	1
8900000183647	1
8900000334759	1
8900000288700	1
8900000320615	1
8900000275670	1
8900000326372	1
8900000289349	1
8900000320677	1
8900000320691	2
8900000291670	1
8900000275700	1
8900000275748	1
8900000320608	1
8900000289332	1
8900000269051	1
8900000275687	2
8900000370320	1
8900000370245	1
8900000371228	1
8900000371204	1
8900000372041	1
8900000372058	1
8900000372072	1
8900000372089	1
8900000374250	1
8900000375363	1
8900000375226	1
8900000375875	2
8900000375899	1
8900000375714	1
8900000375721	3
8900000375769	1
8900000375776	1
8900000375530	1
8900000376490	1
8900000376506	1
8900000376285	1
8900000375653	2
8900000375684	1
8900000376353	1
8900000376391	1
8900000376940	1
8900000376872	2
8900000284757	20
8900000378883	1
8900000284061	26
8900000284078	2
8900000284108	8
8900000284115	2
8900000378432	1
8900000379002	2
8900000378999	1
8900000378968	1
8900000283347	19
8900000283385	10
8900000378814	1
8900000378845	1
8900000378746	1
8900000378777	1
8900000379231	1
8900000379613	1
8900000379491	2
8900000380459	1
8900000380503	1
8900000380091	1
8900000380107	2
8900000380121	1
8900000379903	1
8900000379927	2
8900000379941	1
8900000379958	1
8900000380626	1
8900000380633	1
8900000380312	1
8900000380336	3
8900000380343	2
8900000380350	1
8900000380367	1
8900000380732	1
8900000380749	4
